# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN kepoi_name:     KOI Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN kepler_name:    Kepler Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_pdisposition: Disposition Using Kepler Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_score:      Disposition Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_time0bk:    Transit Epoch [BKJD],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact:     Impact Parameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth:      Transit Depth [ppm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_teq:        Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_model_snr:  Transit Signal-to-Noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_tce_plnt_num: TCE Planet Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_tce_delivname: TCE Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [decimal degrees],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [decimal degrees],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_kepmag:     Kepler-band [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10924853,K01292.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,2.102416517,1.31E-06,-1.31E-06,134.394943,5.35E-04,-5.35E-04,1.236,9.116,-0.132,1.7684,0.0274,-0.0274,1.50E+03,1.96E+01,-1.96E+01,29.29,8.70E+00,-2.90E+00,1435,,,1003.06,896.65,-291.17,94.3,1,q1_q17_dr25_tce,5999,180,-198,4.494,0.05,-0.2,0.959,0.285,-0.095,294.0217,48.390419,15.642
10874926,K01293.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,11.7031093,5.86E-06,-5.86E-06,133.721698,3.88E-04,-3.88E-04,1.279,17.05,-0.199,2.0467,0.0232,-0.0232,4.20E+03,4.01E+01,-4.01E+01,37.3,1.17E+01,-3.89E+00,811,,,102.47,94.05,-31.51,126.6,1,q1_q17_dr25_tce,6014,162,-217,4.494,0.052,-0.208,0.958,0.3,-0.1,296.93268,48.266491,15.003
6631721,K00160.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0,13.73808249,2.00E-05,-2.00E-05,134.43787,1.20E-03,-1.20E-03,0.957,0.008,-0.025,3.354,0.116,-0.116,6.61E+02,1.40E+01,-1.40E+01,3.84,1.09E+00,-7.30E-01,912,,,163.52,136.36,-69.46,68.4,1,q1_q17_dr25_tce,6375,171,-209,4.292,0.149,-0.182,1.178,0.335,-0.223,298.18362,42.01313,13.805
6847018,K01349.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,16.66216657,1.73E-05,-1.73E-05,142.186468,8.39E-04,-8.39E-04,7.444,66.78,-6.476,3.8762,0.0409,-0.0409,2.74E+04,2.86E+02,-2.86E+02,843.45,2.81E+02,-9.38E+01,834,,,114.41,108.82,-34.34,114.5,1,q1_q17_dr25_tce,6440,153,-192,4.38,0.068,-0.216,1.169,0.389,-0.13,286.30026,42.374828,13.344
7220322,K01350.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.752159702,1.88E-07,-1.88E-07,134.047229,2.16E-04,-2.16E-04,1.272,0.331,-0.129,2.3621,0.0124,-0.0124,3.43E+03,1.46E+01,-1.46E+01,43.73,1.28E+01,-9.64E+00,2224,,,5767.22,5141.76,-2723.41,291.1,1,q1_q17_dr25_tce,5916,184,-205,4.296,0.175,-0.193,1.175,0.345,-0.259,297.10837,42.751663,11.884
6956233,K01352.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,4.81886153,1.12E-05,-1.12E-05,358.16338,1.72E-03,-1.72E-03,0.924,0.007,-0.011,6.223,0.123,-0.123,1.32E+03,1.88E+01,-1.88E+01,2.96,3.80E-01,-2.10E-01,803,,,98.29,45.65,-25.46,86.3,1,q1_q17_dr25_tce,5030,181,-181,4.658,0.03,-0.07,0.651,0.083,-0.048,294.09109,42.491459,15.932
7303287,K01353.01,Kepler-289 c,CONFIRMED,CANDIDATE,1,0,0,0,0,125.8654019,5.73E-05,-5.73E-05,236.659731,3.24E-04,-3.24E-04,0.101,0.014,-0.101,9.0191,0.015,-0.015,1.24E+04,2.45E+01,-2.45E+01,12.37,1.94E+00,-1.57E+00,394,,,5.71,2.49,-1.7,544.7,1,q1_q17_dr25_tce,5933,107,-119,4.342,0.115,-0.115,1.115,0.174,-0.142,297.46533,42.882839,13.956
7303287,K01353.02,Kepler-289 b,CONFIRMED,CANDIDATE,1,0,0,0,0,34.5439452,1.55E-04,-1.55E-04,132.68453,3.55E-03,-3.55E-03,0.87,0.013,-0.603,3.482,0.111,-0.111,4.30E+02,2.03E+01,-2.03E+01,2.67,4.20E-01,-3.40E-01,607,,,32.02,13.94,-9.53,23.4,2,q1_q17_dr25_tce,5933,107,-119,4.342,0.115,-0.115,1.115,0.174,-0.142,297.46533,42.882839,13.956
11512246,K00168.01,Kepler-23 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.74241765,1.62E-05,-1.62E-05,133.2867,1.25E-03,-1.25E-03,0.034,0.257,-0.034,6.0633,0.0348,-0.0348,4.15E+02,4.60E+00,-4.60E+00,3.06,1.90E-01,-1.20E-01,1008,,,243.94,47.22,-29.78,95.4,1,q1_q17_dr25_tce,5761,86,-69,4.091,0.018,-0.018,1.518,0.092,-0.061,294.21893,49.479221,13.438
8916492,K01414.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.02378908,1.59E-05,-1.59E-05,136.23411,3.36E-03,-3.36E-03,0.715,0.043,-0.514,3.237,0.13,-0.13,3.21E+01,1.10E+00,-1.10E+00,2.24,3.70E-01,-1.10E+00,2504,,,9293.19,4734.83,-7290.56,36.1,1,q1_q17_dr25_tce,7516,207,-337,3.651,0.45,-0.079,3.685,0.603,-1.81,301.26144,45.104893,10.083
11193447,K01415.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,0.312941621,5.20E-08,-5.20E-08,133.810501,1.40E-04,-1.40E-04,1.1789,0.2281,-0.0683,2.0646,0.0121,-0.0121,3.53E+04,1.28E+02,-1.28E+02,58.02,3.19E+01,-8.75E+00,3151,,,23300.36,39528.62,-8925.63,413.9,,,6286,183,-241,4.312,0.119,-0.303,1.188,0.654,-0.179,293.38153,48.82476,13.397
11517719,K01416.01,Kepler-840 b,CONFIRMED,FALSE POSITIVE,0.92,0,1,0,0,2.495780169,1.82E-06,-1.82E-06,135.336948,6.03E-04,-6.03E-04,0.133,0.058,-0.133,4.2721,0.0275,-0.0275,2.51E+04,1.72E+02,-1.72E+02,15.75,4.70E+00,-2.02E+00,1408,,,929.47,813.58,-303.75,171.4,1,q1_q17_dr25_tce,6039,163,-181,4.426,0.087,-0.203,0.992,0.296,-0.127,296.50739,49.457291,14.152
11599264,K01417.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,8.428090255,3.52E-06,-3.52E-06,358.303469,2.94E-04,-2.94E-04,6.787,52.64,-0.342,1.881,0.0146,-0.0146,1.14E+04,7.46E+01,-7.46E+01,517.43,1.45E+02,-4.56E+01,817,,,105.54,91.45,-28.75,183,1,q1_q17_dr25_tce,5761,189,-189,4.573,0.033,-0.187,0.805,0.226,-0.071,284.98886,49.62606,15.977
11100657,K01418.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,8.344104633,6.02E-06,-6.02E-06,361.839209,4.92E-04,-4.92E-04,10.047,49.43,-1.794,1.8014,0.0277,-0.0277,9.70E+03,1.30E+02,-1.30E+02,836.31,1.99E+02,-7.98E+01,785,,,89.55,66.52,-25.45,89.7,1,q1_q17_dr25_tce,5447,179,-179,4.559,0.038,-0.162,0.838,0.199,-0.08,298.76062,48.600182,15.734
6620003,K01225.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,1.714274727,1.12E-07,-1.12E-07,133.3158074,5.26E-05,-5.26E-05,1.182,0.046,-0.065,2.06728,0.00291,-0.00291,2.85E+04,3.45E+01,-3.45E+01,25,9.80E-01,-1.21E+00,827,,,110.02,15.32,-16.26,987.2,1,q1_q17_dr25_tce,3874,52,-58,4.715,0.03,-0.015,0.535,0.021,-0.026,295.62222,42.09288,15.686
6621116,K01226.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,137.759605,3.35E-05,-3.35E-05,173.16476,1.90E-04,-1.90E-04,0.776,0.009,-0.008,9.1713,0.0149,-0.0149,8.33E+04,1.38E+02,-1.38E+02,49.52,7.75E+00,-1.80E+01,396,,,5.81,2.42,-3.6,885.9,1,q1_q17_dr25_tce,5323,79,-79,4.085,0.376,-0.094,1.452,0.227,-0.529,295.86691,42.062672,15.324
6629332,K01227.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.155278342,1.01E-06,-1.01E-06,133.576109,3.94E-04,-3.94E-04,0.926,3.878,-0.081,2.1064,0.0248,-0.0248,2.07E+04,1.82E+02,-1.82E+02,16.89,3.93E+00,-1.57E+00,1272,,,620.67,428.23,-162.39,142.7,1,q1_q17_dr25_tce,5665,152,-152,4.568,0.038,-0.152,0.82,0.191,-0.076,297.70712,42.047371,13.997
6387450,K01228.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.661326482,7.15E-07,-7.15E-07,135.26995,1.65E-04,-1.65E-04,0.812,0.004,-0.005,2.5714,0.013,-0.013,1.78E+04,6.11E+01,-6.11E+01,12.07,1.66E+00,-1.50E+00,1023,,,258.6,122.5,-82.86,424.6,1,q1_q17_dr25_tce,5319,175,-159,4.501,0.1,-0.1,0.798,0.11,-0.099,298.09171,41.794128,14.349
12252424,K00153.02,Kepler-113 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.75400072,2.85E-06,-2.85E-06,128.547155,4.95E-04,-4.95E-04,0.672,0.004,-0.507,2.5394,0.0219,-0.0219,7.49E+02,6.00E+00,-6.00E+00,2,1.40E-01,-6.00E-02,775,,,85.23,20.48,-11.28,141.4,1,q1_q17_dr25_tce,4728,94,-94,4.628,0.012,-0.048,0.693,0.049,-0.021,287.99789,50.944328,13.461
6432059,K01229.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.76973817,,,133.2965754,,,,,,2.5,,,,,,,,,,,,,,,,1,q1_q17_dr24_tce,,,,,,,,,,288.03989,41.818359,14.84
6470149,K01230.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0,165.739861,1.77E-04,-1.77E-04,214.039466,8.44E-04,-8.44E-04,0.263,0.056,-0.114,24.9393,0.0747,-0.0747,7.34E+03,1.58E+01,-1.58E+01,57.54,3.59E+00,-1.00E+01,692,,,54.1,9.47,-20.16,527.8,1,q1_q17_dr25_tce,5019,51,-103,2.99,0.018,-0.016,6.836,0.426,-1.192,298.94815,41.812149,12.263
10549562,K01294.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,9.08937826,2.33E-05,-2.33E-05,139.08364,1.92E-03,-1.92E-03,0.982,0.102,-0.018,6.255,0.153,-0.153,7.80E+02,1.45E+01,-1.45E+01,5.35,1.64E+00,-7.00E-01,1104,,,351.45,318.04,-124.81,72.7,1,q1_q17_dr25_tce,6739,187,-258,4.332,0.065,-0.182,1.275,0.391,-0.168,297.116,47.737949,14.408
10874614,K00017.01,Kepler-6 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,3.234699282,1.19E-07,-1.19E-07,121.4865708,2.92E-05,-2.92E-05,0.079,0.003,-0.058,3.59385,0.00078,-0.00078,1.06E+04,4.20E+00,-4.20E+00,13.06,9.60E-01,-9.60E-01,1356,,,797.62,197.63,-160.8,3003.8,1,q1_q17_dr25_tce,5640,113,-101,4.236,0.055,-0.045,1.291,0.095,-0.095,296.83725,48.239944,13.303
6541920,K00157.03,Kepler-11 e,CONFIRMED,CANDIDATE,1,0,0,0,0,31.99552485,3.11E-05,-3.11E-05,154.160745,7.58E-04,-7.58E-04,0.69,0.139,-0.465,4.2817,0.0485,-0.0485,1.38E+03,1.12E+01,-1.12E+01,4.12,2.70E-01,-2.60E-01,582,,,27.17,6.19,-5.07,128,1,q1_q17_dr25_tce,5657,113,-101,4.364,0.055,-0.045,1.046,0.068,-0.068,297.11511,41.909142,13.709
10666230,K01295.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,0,1,0,0,1.577800747,1.29E-06,-1.29E-06,133.307724,6.95E-04,-6.95E-04,1.332,4.112,-0.101,2.1626,0.0361,-0.0361,6.98E+02,1.05E+01,-1.05E+01,31.24,8.25E+00,-2.77E+00,1513,,,1236.23,961.61,-326.59,79.6,1,q1_q17_dr25_tce,6089,164,-182,4.566,0.044,-0.187,0.802,0.212,-0.071,292.08905,47.929642,15.031
10971674,K01296.01,,FALSE POSITIVE,FALSE POSITIVE,0.565,0,1,0,0,2.380862632,1.16E-07,-1.16E-07,135.3252117,4.05E-05,-4.05E-05,0.664,0.001,-0.001,4.20416,0.0033,-0.0033,3.26E+04,1.57E+01,-1.57E+01,21.65,6.01E+00,-4.35E+00,1480,,,1133,924.29,-493.38,2590.6,1,q1_q17_dr25_tce,5821,158,-176,4.297,0.19,-0.19,1.129,0.313,-0.227,289.79077,48.448139,13.802
6891543,K01354.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.752567456,3.14E-06,-3.14E-06,134.47196,1.56E-03,-1.56E-03,1.218,0.664,-0.057,5.4993,0.079,-0.079,6.07E+02,7.90E+00,-7.90E+00,26.56,7.31E+00,-3.36E+00,1502,,,1202.54,974.06,-390.75,92.2,1,q1_q17_dr25_tce,5739,156,-173,4.433,0.081,-0.189,0.996,0.274,-0.126,298.80545,42.39584,14.449
7211141,K01355.01,Kepler-827 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,51.92920654,9.60E-05,-9.60E-05,151.93321,1.50E-03,-1.50E-03,0.398,0.412,-0.223,5.2637,0.0622,-0.0622,3.43E+03,4.87E+01,-4.87E+01,8.49,1.40E+00,-1.86E+00,574,,,25.6,11.23,-10.82,81.8,1,q1_q17_dr25_tce,5671,85,-77,4.128,0.196,-0.098,1.442,0.237,-0.316,294.96606,42.708569,15.897
7363829,K01356.01,,CANDIDATE,CANDIDATE,,0,0,0,0,384.0257068,,,335.816169,,,,,,14.56,,,,,,,,,,,,,,,,,,,,,,,,,,,292.1199,42.931679,15.206
6719086,K01357.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,3.014330766,5.50E-06,-5.50E-06,357.37948,1.25E-03,-1.25E-03,0.01,0.425,-0.01,2.4747,0.0414,-0.0414,9.75E+02,1.97E+01,-1.97E+01,2.87,6.00E-01,-3.50E-01,1124,,,377.79,254.9,-125.22,57.3,1,q1_q17_dr25_tce,5209,183,-183,4.446,0.092,-0.138,0.953,0.198,-0.116,298.45953,42.187431,15.673
7376983,K01358.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.644914154,8.78E-06,-8.78E-06,356.73699,1.10E-03,-1.10E-03,0.445,0.037,-0.445,2.2599,0.0433,-0.0433,1.40E+03,2.44E+01,-2.44E+01,2.66,2.50E-01,-1.80E-01,744,,,72.38,27.67,-18.17,63.9,1,q1_q17_dr25_tce,4769,172,-172,4.622,0.024,-0.06,0.714,0.068,-0.049,295.8255,42.94339,15.505
5084942,K00161.01,Kepler-475 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.105507835,1.15E-06,-1.15E-06,133.210427,3.11E-04,-3.11E-04,0.799,0.001,-0.561,1.7458,0.0224,-0.0224,9.05E+02,6.00E+00,-6.00E+00,2.68,1.70E-01,-1.00E-01,980,,,217.91,47.94,-32.46,178.6,1,q1_q17_dr25_tce,4989,90,-110,4.585,0.012,-0.064,0.791,0.052,-0.028,287.05173,40.211552,13.341
11125936,K01419.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.336109338,5.10E-07,-5.10E-07,178.258786,3.00E-04,-3.00E-04,1.28,4.324,-0.123,1.7419,0.0171,-0.0171,2.20E+03,1.81E+01,-1.81E+01,35.19,1.10E+01,-4.37E+00,1727,,,2106.49,1968.59,-692.49,150,1,q1_q17_dr25_tce,6119,183,-201,4.46,0.07,-0.21,0.967,0.301,-0.12,285.41196,48.725231,15.507
11026304,K01420.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,13.35151248,1.62E-05,-1.62E-05,363.086742,8.33E-04,-8.33E-04,0.573,0.026,-0.426,3.6045,0.0464,-0.0464,3.31E+03,3.56E+01,-3.56E+01,4.44,3.70E-01,-4.00E-01,585,,,27.77,9.65,-7.9,107.9,1,q1_q17_dr25_tce,4843,173,-173,4.562,0.054,-0.041,0.754,0.062,-0.068,290.1127,48.577782,15.825
11342550,K01421.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1693.663623,0.00E+00,0.00E+00,524.27995,2.10E-03,-2.10E-03,0.5283,0.0596,-0.1892,22.604,0.323,-0.323,9.52E+03,9.90E+01,-9.90E+01,10.23,4.54E+00,-1.02E+00,157,,,0.14,0.19,-0.04,122.8,,,5923,161,-193,4.445,0.056,-0.299,1.021,0.453,-0.102,287.65045,49.156052,15.305
11497958,K01422.01,Kepler-296 A c,CONFIRMED,CANDIDATE,1,0,0,0,0,5.841636615,9.84E-06,-9.84E-06,135.92315,1.32E-03,-1.32E-03,0.026,0.405,-0.026,1.8734,0.0467,-0.0467,1.34E+03,3.70E+01,-3.70E+01,1.38,1.70E-01,-2.10E-01,446,,,9.38,3.49,-3.2,41.1,1,q1_q17_dr25_tce,3526,71,-78,4.866,0.066,-0.044,0.383,0.048,-0.058,286.54001,49.437328,15.921
11497958,K01422.02,Kepler-296 A d,CONFIRMED,CANDIDATE,1,0,0,0,0,19.85029495,5.53E-05,-5.53E-05,133.64933,2.16E-03,-2.16E-03,0.217,0.245,-0.217,2.8407,0.0741,-0.0741,1.61E+03,5.07E+01,-5.07E+01,1.52,1.90E-01,-2.30E-01,297,,,1.83,0.68,-0.62,34.4,2,q1_q17_dr25_tce,3526,71,-78,4.866,0.066,-0.044,0.383,0.048,-0.058,286.54001,49.437328,15.921
11512246,K00168.02,Kepler-23 d,CONFIRMED,CANDIDATE,1,0,0,0,0,15.27443889,3.96E-05,-3.96E-05,147.57983,2.09E-03,-2.09E-03,0.153,0.227,-0.153,6.0765,0.0604,-0.0604,2.07E+02,5.30E+00,-5.30E+00,2.17,1.30E-01,-9.00E-02,896,,,152.62,29.55,-18.63,40.3,2,q1_q17_dr25_tce,5761,86,-69,4.091,0.018,-0.018,1.518,0.092,-0.061,294.21893,49.479221,13.438
6462874,K01231.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,22.34293693,8.37E-05,-8.37E-05,155.08552,3.34E-03,-3.34E-03,0.001,0.364,-0.001,7.0813,0.0989,-0.0989,2.69E+03,6.65E+01,-6.65E+01,2.92,2.20E-01,-3.00E-01,399,,,6.01,1.73,-1.78,35.3,1,q1_q17_dr25_tce,4260,115,-140,4.663,0.06,-0.024,0.58,0.044,-0.06,297.33563,41.89048,15.719
6665223,K01232.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,119.4081716,6.61E-05,-6.61E-05,232.649303,4.66E-04,-4.66E-04,0.915,0.013,-0.011,9.3537,0.0357,-0.0357,1.86E+04,5.50E+01,-5.50E+01,16.26,1.31E+00,-1.30E+00,328,,,2.72,0.72,-0.59,508.4,1,q1_q17_dr25_tce,5316,106,-106,4.477,0.077,-0.056,0.872,0.07,-0.07,281.74261,42.123081,14.427
6545358,K01233.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.171536413,9.84E-07,-9.84E-07,178.597581,7.08E-04,-7.08E-04,0.973,0.48,-0.022,1.5878,0.0441,-0.0441,1.13E+03,2.12E+01,-2.12E+01,7.12,1.98E+00,-1.06E+00,2387,,,7673.2,6470.36,-3292.52,67,1,q1_q17_dr25_tce,7021,219,-406,4.275,0.078,-0.182,1.485,0.411,-0.221,297.88437,41.931252,15.634
